year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1800,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1801,artificial voice,5.098449218365886e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1802,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1803,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1804,artificial voice,1.9470147716305064e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1805,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1806,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1807,artificial voice,1.3104083151915802e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1808,artificial voice,4.185975566173283e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1809,artificial voice,1.9145884877502795e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1810,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1811,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1812,artificial voice,1.4167877981918764e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1813,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1814,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1815,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1816,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1817,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1818,artificial voice,4.565356981345303e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1819,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1820,artificial voice,3.0164077902128383e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1821,artificial voice,6.574603972353543e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1822,artificial voice,4.216468063589218e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1823,artificial voice,4.837224842901833e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1824,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1825,artificial voice,7.657670053617949e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1826,artificial voice,1.1932901333722157e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1827,artificial voice,1.139114580439582e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1828,artificial voice,2.1246833181720604e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1829,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1830,artificial voice,9.062995909303595e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1831,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1832,artificial voice,1.8426904446755543e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1833,artificial voice,4.8894870374738275e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1834,artificial voice,8.079873436983576e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1835,artificial voice,4.3905843405411815e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1836,artificial voice,2.1951678252918327e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1837,artificial voice,3.0817983720510256e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1838,artificial voice,9.125840527701712e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1839,artificial voice,1.4333568776336847e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1840,artificial voice,2.1616823886461134e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1841,artificial voice,2.655651698546535e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1842,artificial voice,1.2951105743397306e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1843,artificial voice,6.464187518595566e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1844,artificial voice,2.8564395293528833e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1845,artificial voice,6.041561917413674e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1846,artificial voice,7.100823928851696e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1847,artificial voice,3.0266025241587613e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1848,artificial voice,1.2567970664179029e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1849,artificial voice,6.858951184796069e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1850,artificial voice,2.3766513201906037e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1851,artificial voice,1.3503600460040843e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1852,artificial voice,2.9647322374870555e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1853,artificial voice,2.7830142634854838e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1854,artificial voice,4.802719555385693e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1855,artificial voice,1.1068228999988605e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1856,artificial voice,1.6495359522750164e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1857,artificial voice,2.967118550856185e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1858,artificial voice,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1859,artificial voice,4.85654449988715e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1860,artificial voice,4.225753524877973e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1861,artificial voice,4.958293775558786e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1862,artificial voice,4.306465850589802e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
1863,artificial voice,2.8267996832198605e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"voice/sound manufacturing phrase from existing secondary set, now Chart 3 relevant"
