year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
1996,artificial consciousness,5.022453675174177e-9,0.005022453675174177,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1997,artificial consciousness,2.4326505913829788e-9,0.002432650591382979,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1998,artificial consciousness,1.792339117401287e-9,0.001792339117401287,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1999,artificial consciousness,7.94070934007074e-10,0.000794070934007074,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2000,artificial consciousness,3.583659501094072e-9,0.003583659501094072,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2001,artificial consciousness,2.4823040567500954e-9,0.0024823040567500954,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2002,artificial consciousness,2.254751552133172e-9,0.002254751552133172,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2003,artificial consciousness,2.6112295103963845e-9,0.0026112295103963845,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2004,artificial consciousness,2.135136067948906e-9,0.002135136067948906,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2005,artificial consciousness,2.044318325733485e-9,0.002044318325733485,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2006,artificial consciousness,5.19093479312005e-9,0.00519093479312005,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2007,artificial consciousness,3.736007538057695e-9,0.003736007538057695,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2008,artificial consciousness,2.9068941004295468e-9,0.0029068941004295468,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2009,artificial consciousness,2.259307588237114e-9,0.002259307588237114,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2010,artificial consciousness,5.27940199890331e-9,0.00527940199890331,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2011,artificial consciousness,7.520097808355608e-9,0.007520097808355608,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2012,artificial consciousness,5.626446399065177e-9,0.005626446399065177,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2013,artificial consciousness,8.720011247798087e-9,0.008720011247798087,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2014,artificial consciousness,7.0408553570766585e-9,0.0070408553570766585,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2015,artificial consciousness,7.635615043022348e-9,0.007635615043022348,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2016,artificial consciousness,6.294832377573556e-9,0.006294832377573556,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2017,artificial consciousness,6.993416130918195e-9,0.006993416130918195,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2018,artificial consciousness,1.729731094121667e-8,0.01729731094121667,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2019,artificial consciousness,1.4412627098725483e-8,0.014412627098725483,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
2020,artificial consciousness,1.106294439390254e-8,0.01106294439390254,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1800,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1801,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1802,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1803,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1804,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1805,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1806,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1807,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1808,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1809,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1810,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1811,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1812,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1813,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1814,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1815,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1816,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1817,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1818,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1819,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1820,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1821,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1822,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1823,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1824,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1825,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1826,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1827,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1828,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1829,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1830,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1831,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1832,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1833,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1834,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1835,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1836,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1837,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1838,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1839,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1840,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1841,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1842,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1843,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1844,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1845,machine intelligence,5.034634931178061e-10,0.0005034634931178061,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1846,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1847,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1848,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1849,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1850,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1851,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1852,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1853,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1854,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1855,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
1856,machine intelligence,0,0,chart06_cognitive_infrastructure,COGNITIVE,non-artificial cognitive infrastructure comparator,Google Books Ngram Viewer,en,0,false
